tot_eps,ep_duration,tot_user_score,Japan,South Korea,Thailand,Romance-Comedy,Drama-Romance,Romance-Mystery,Life-Youth,Youth-Drama,Mystery-Life,Action-Thriller,Supernatural-Fantasy,Fantasy-Mystery,Thriller-Fantasy,Melodrama-Family
0.024291497975708502,0.3881578947368421,0.7666666666666666,0,1,0,-0.7382497486092303,-0.16033405204065387,-0.5090417981623854,-1.0274468152648368,0.32478647286645096,0.5873727591403894,0.1680492820235846,-0.11935361669738262,-0.01050657567177534,0.32298851482528146,0.011241920801328714
0.008097165991902834,0.09868421052631579,0.7777777777777777,0,1,0,-0.44615845191390796,-0.36310552736590335,-0.024569909798051747,0.34290845776108214,-0.11905634677554368,-0.4224713432003173,-0.2712700887516323,-0.22612273468239602,-0.062079229095914866,-0.04861134139326059,-0.0989088069181085
0.03643724696356275,0.5197368421052632,0.8555555555555554,0,1,0,0.24843355956964702,0.7965805018582907,0.3342240692379576,-0.0913726540012566,-0.30198896423717225,-0.20212821528646066,-0.23731510624894922,-0.16632812641565475,0.11957598087305393,-0.053210504214874006,0.5736450776286148
0.02834008097165992,0.15789473684210528,0.7888888888888888,0,1,0,0.8138250204554931,-0.6270128696121526,0.11192299826409464,0.17237266341701746,0.7905000231660568,0.04343188846581181,0.012654131140486913,-0.11086388609779366,-0.02781878036519534,0.000614404093221492,-0.01231517333617077
0.04453441295546559,0.4539473684210526,0.8333333333333333,0,1,0,-0.5520388379403545,-1.0624323330495198,-0.06530644105560923,-0.6214138138269389,0.054555376783333595,-0.06135465212068991,0.27323926837692053,0.9147284035423249,-0.3085498804454376,-0.5386813844074817,0.3403368059257363
0.020242914979757085,0.3223684210526316,0.8555555555555554,0,1,0,-0.578489091723963,0.4411523962495454,-0.23606639150310965,-0.06300367165570764,-0.020778002156019645,-0.6849196387591093,0.5970402599541136,0.161425465246995,-0.06044228158564441,-0.333730048934225,0.0563476854671623
0.05263157894736842,0.4539473684210526,0.7222222222222221,0,1,0,-1.3034022708783704,0.2548828816923334,0.12483682959746377,-0.610452509971587,0.12891838344930373,0.1610156033981714,0.8450402416399077,0.07620290471038946,-0.019857671372234563,0.0024835586424212658,0.08429863595478558
0.02834008097165992,0.15789473684210528,0.7222222222222221,0,1,0,0.6912573177403227,-0.6033281317779466,0.06791676205649601,-0.24602305302529187,-0.10299198879247055,-0.016074823744092803,-0.02695226324237049,-0.1469483175659277,-0.06459624210272776,0.005271726483183775,-0.08835065380382487
0.04453441295546559,0.3881578947368421,0.7888888888888888,0,1,0,0.2593332814149492,0.0884834579946212,-0.06902443511040655,-0.9360306633912248,0.15376753573533997,0.6329101420759884,-0.031859697604224635,0.1586340492518246,0.22785232080000684,-0.3512891369100983,-0.012318033917762344
0.02834008097165992,0.35526315789473684,0.7777777777777777,0,1,0,-0.8905874165051355,0.3544124987975249,-0.13731981855878797,-0.3367396055680139,0.14040835195512863,0.24123082435482374,-0.26151715716258567,0.106162280091712,0.24009440797040743,-0.40826186550786897,-0.03564162625683616
0.04453441295546559,0.2894736842105263,0.8111111111111111,0,1,0,-1.1969304114411468,0.30922596404936753,0.002748068741375103,-0.5321834175520332,0.18441748671083774,0.48336790245447875,0.07258427292528091,-0.15135439242335966,0.006880516786629966,0.2840063783617826,-0.06913066146483984
0.008097165991902834,0.05921052631578947,0.6444444444444444,0,1,0,-0.35705581937366554,0.4847031202936599,-0.3077209915863501,0.40982272164596545,0.9027756467999314,-0.2604258918118873,-0.10048299566949379,-0.019914413491277178,-0.0015759683160044488,-0.039953718433556065,0.005377436590678117
0.06072874493927126,0.4539473684210526,0.7777777777777777,0,1,0,-0.8987155241241849,0.2507637978899705,0.01689413578142673,-0.4171488198581786,0.08303153510410087,0.02120800634732989,-0.5799834672672939,1.0414676272022498,0.47621462786637725,0.162779844199546,0.2859767269970198
